,0
0,0.19999999999999998
1,0.16666666666666666
2,0.2111111111111111
3,0.15555555555555556
4,0.2111111111111111
5,0.19999999999999998
6,0.2111111111111111
7,0.19999999999999998
8,0.2111111111111111
9,0.2111111111111111
10,0.19999999999999998
11,0.19999999999999998
12,0.2111111111111111
13,0.19999999999999998
14,0.2111111111111111
15,0.19999999999999998
16,0.19999999999999998
17,0.19999999999999998
18,0.16666666666666666
19,0.19999999999999998
20,0.24444444444444444
21,0.22222222222222224
22,0.2111111111111111
23,0.26666666666666666
24,0.13333333333333333
25,0.14444444444444446
26,0.25555555555555554
27,0.22222222222222224
28,0.2222222222222222
29,0.16666666666666666
30,0.3
31,0.2111111111111111
32,0.17777777777777778
33,0.18888888888888888
