,0
0,0.44588744588744583
1,0.4675324675324675
2,0.4761904761904762
3,0.4632034632034632
4,0.48917748917748916
5,0.48917748917748916
6,0.4848484848484848
7,0.4761904761904762
8,0.48917748917748916
9,0.4978354978354978
10,0.4761904761904762
11,0.48484848484848486
12,0.4718614718614718
13,0.4761904761904761
14,0.4761904761904762
15,0.4935064935064935
16,0.4761904761904762
17,0.45454545454545453
18,0.49350649350649345
19,0.4718614718614718
20,0.48484848484848486
21,0.49350649350649345
22,0.4675324675324675
23,0.4978354978354978
24,0.48484848484848486
25,0.45454545454545453
26,0.4675324675324675
27,0.4632034632034632
28,0.4978354978354978
29,0.48484848484848486
30,0.48917748917748916
31,0.48917748917748916
32,0.4718614718614718
33,0.4718614718614718
34,0.4632034632034632
35,0.4675324675324675
36,0.4718614718614718
37,0.4632034632034632
38,0.4761904761904761
39,0.4761904761904761
40,0.5021645021645021
41,0.4718614718614718
42,0.4935064935064935
43,0.49350649350649345
44,0.4718614718614718
45,0.48917748917748916
46,0.4588744588744589
47,0.4588744588744589
48,0.49350649350649345
49,0.48484848484848486
50,0.5064935064935064
51,0.4805194805194805
52,0.48917748917748916
53,0.4588744588744589
54,0.4805194805194805
55,0.4718614718614718
56,0.4588744588744589
57,0.4675324675324675
58,0.4805194805194805
59,0.4675324675324675
60,0.5064935064935064
61,0.4805194805194805
62,0.4718614718614718
63,0.4632034632034632
64,0.49350649350649345
65,0.4761904761904762
66,0.4718614718614718
67,0.4588744588744589
68,0.4675324675324675
69,0.4761904761904762
70,0.4805194805194805
71,0.49350649350649345
72,0.48917748917748916
73,0.4761904761904762
74,0.4805194805194805
75,0.4761904761904761
76,0.4632034632034632
77,0.45454545454545453
78,0.4761904761904762
79,0.4761904761904761
80,0.4761904761904762
81,0.4588744588744589
82,0.4675324675324675
83,0.49350649350649345
84,0.4761904761904762
85,0.4718614718614718
86,0.4632034632034632
87,0.4718614718614718
88,0.4632034632034632
89,0.4761904761904762
90,0.48484848484848486
91,0.4718614718614718
92,0.4718614718614718
93,0.4718614718614718
94,0.49350649350649345
95,0.4675324675324675
96,0.4588744588744589
